{'Stock Ticker': 'LOCM', 'Date': 200802010900, 'Opening Price': 4.19, 'Peak Price': 4.19, 'Lowest Price': 4.19, 'Close Price': 4.19, 'Volume': 885}
{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010933, 'Opening Price': 135.7, 'Peak Price': 135.77, 'Lowest Price': 135.42, 'Close Price': 135.6, 'Volume': 156926}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010933, 'Opening Price': 135.7, 'Peak Price': 135.77, 'Lowest Price': 135.42, 'Close Price': 135.6, 'Volume': 156926}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010931, 'Opening Price': 79, 'Peak Price': 79.1, 'Lowest Price': 78.99, 'Close Price': 79.065, 'Volume': 60044}
{'Stock Ticker': 'AAPL', 'Date': 200802010933, 'Opening Price': 135.7, 'Peak Price': 135.77, 'Lowest Price': 135.42, 'Close Price': 135.6, 'Volume': 156926}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010933, 'Opening Price': 79.07, 'Peak Price': 79.4, 'Lowest Price': 79.04, 'Close Price': 79.29, 'Volume': 72308}
{'Stock Ticker': 'AAPL', 'Date': 200802010934, 'Opening Price': 135.61, 'Peak Price': 136.4299, 'Lowest Price': 134.896, 'Close Price': 134.95, 'Volume': 231244}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010933, 'Opening Price': 79.07, 'Peak Price': 79.4, 'Lowest Price': 79.04, 'Close Price': 79.29, 'Volume': 72308}
{'Stock Ticker': 'AAPL', 'Date': 200802010934, 'Opening Price': 135.61, 'Peak Price': 136.4299, 'Lowest Price': 134.896, 'Close Price': 134.95, 'Volume': 231244}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010931, 'Opening Price': 79, 'Peak Price': 79.1, 'Lowest Price': 78.99, 'Close Price': 79.065, 'Volume': 60044}
{'Stock Ticker': 'AAPL', 'Date': 200802010934, 'Opening Price': 135.61, 'Peak Price': 136.4299, 'Lowest Price': 134.896, 'Close Price': 134.95, 'Volume': 231244}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010934, 'Opening Price': 135.61, 'Peak Price': 136.4299, 'Lowest Price': 134.896, 'Close Price': 134.95, 'Volume': 231244}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010934, 'Opening Price': 135.61, 'Peak Price': 136.4299, 'Lowest Price': 134.896, 'Close Price': 134.95, 'Volume': 231244}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010931, 'Opening Price': 79, 'Peak Price': 79.1, 'Lowest Price': 78.99, 'Close Price': 79.065, 'Volume': 60044}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010930, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.2, 'Close Price': 4.2, 'Volume': 5600}
{'Stock Ticker': 'AMZN', 'Date': 200802010933, 'Opening Price': 79.07, 'Peak Price': 79.4, 'Lowest Price': 79.04, 'Close Price': 79.29, 'Volume': 72308}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010933, 'Opening Price': 79.07, 'Peak Price': 79.4, 'Lowest Price': 79.04, 'Close Price': 79.29, 'Volume': 72308}
{'Stock Ticker': 'AAPL', 'Date': 200802010935, 'Opening Price': 134.94, 'Peak Price': 136.37, 'Lowest Price': 134.4, 'Close Price': 134.48, 'Volume': 213537}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010933, 'Opening Price': 79.07, 'Peak Price': 79.4, 'Lowest Price': 79.04, 'Close Price': 79.29, 'Volume': 72308}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010932, 'Opening Price': 79.06, 'Peak Price': 79.07, 'Lowest Price': 79.04, 'Close Price': 79.05, 'Volume': 53235}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010931, 'Opening Price': 4.11, 'Peak Price': 4.2, 'Lowest Price': 4.11, 'Close Price': 4.15, 'Volume': 2705}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010936, 'Opening Price': 134.46, 'Peak Price': 136.3085, 'Lowest Price': 134.41, 'Close Price': 134.87, 'Volume': 152190}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010935, 'Opening Price': 4.19, 'Peak Price': 4.2, 'Lowest Price': 4.15, 'Close Price': 4.15, 'Volume': 2900}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010937, 'Opening Price': 134.88, 'Peak Price': 136.1299, 'Lowest Price': 134.71, 'Close Price': 135.9316, 'Volume': 125595}

{'Stock Ticker': 'LOCM', 'Date': 200802010935, 'Opening Price': 4.19, 'Peak Price': 4.2, 'Lowest Price': 4.15, 'Close Price': 4.15, 'Volume': 2900}
{'Stock Ticker': 'AMZN', 'Date': 200802010937, 'Opening Price': 77.56, 'Peak Price': 77.84, 'Lowest Price': 77.56, 'Close Price': 77.59, 'Volume': 82286}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010937, 'Opening Price': 77.56, 'Peak Price': 77.84, 'Lowest Price': 77.56, 'Close Price': 77.59, 'Volume': 82286}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010937, 'Opening Price': 77.56, 'Peak Price': 77.84, 'Lowest Price': 77.56, 'Close Price': 77.59, 'Volume': 82286}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010936, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.16, 'Close Price': 4.16, 'Volume': 2600}
{'Stock Ticker': 'AMZN', 'Date': 200802010937, 'Opening Price': 77.56, 'Peak Price': 77.84, 'Lowest Price': 77.56, 'Close Price': 77.59, 'Volume': 82286}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010934, 'Opening Price': 79.28, 'Peak Price': 79.39, 'Lowest Price': 78.34, 'Close Price': 78.405, 'Volume': 109609}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010935, 'Opening Price': 4.19, 'Peak Price': 4.2, 'Lowest Price': 4.15, 'Close Price': 4.15, 'Volume': 2900}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010933, 'Opening Price': 4.13, 'Peak Price': 4.15, 'Lowest Price': 4.13, 'Close Price': 4.1497, 'Volume': 2505}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010938, 'Opening Price': 134.96, 'Peak Price': 135.9499, 'Lowest Price': 134.82, 'Close Price': 134.86, 'Volume': 150838}

{'Stock Ticker': 'LOCM', 'Date': 200802010936, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.16, 'Close Price': 4.16, 'Volume': 2600}
{'Stock Ticker': 'AMZN', 'Date': 200802010938, 'Opening Price': 77.59, 'Peak Price': 77.7, 'Lowest Price': 77.32, 'Close Price': 77.49, 'Volume': 92877}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010938, 'Opening Price': 77.59, 'Peak Price': 77.7, 'Lowest Price': 77.32, 'Close Price': 77.49, 'Volume': 92877}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010935, 'Opening Price': 4.19, 'Peak Price': 4.2, 'Lowest Price': 4.15, 'Close Price': 4.15, 'Volume': 2900}
{'Stock Ticker': 'AMZN', 'Date': 200802010938, 'Opening Price': 77.59, 'Peak Price': 77.7, 'Lowest Price': 77.32, 'Close Price': 77.49, 'Volume': 92877}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010937, 'Opening Price': 4.18, 'Peak Price': 4.19, 'Lowest Price': 4.18, 'Close Price': 4.19, 'Volume': 400}
{'Stock Ticker': 'AMZN', 'Date': 200802010938, 'Opening Price': 77.59, 'Peak Price': 77.7, 'Lowest Price': 77.32, 'Close Price': 77.49, 'Volume': 92877}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010935, 'Opening Price': 4.19, 'Peak Price': 4.2, 'Lowest Price': 4.15, 'Close Price': 4.15, 'Volume': 2900}
{'Stock Ticker': 'AMZN', 'Date': 200802010936, 'Opening Price': 77.73, 'Peak Price': 78.45, 'Lowest Price': 77.57, 'Close Price': 77.57, 'Volume': 120462}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010934, 'Opening Price': 4.1301, 'Peak Price': 4.2001, 'Lowest Price': 4.1301, 'Close Price': 4.2001, 'Volume': 5320}
{'Stock Ticker': 'AMZN', 'Date': 200802010935, 'Opening Price': 78.41, 'Peak Price': 79.0001, 'Lowest Price': 77.71, 'Close Price': 77.71, 'Volume': 153139}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}

{'Stock Ticker': 'LOCM', 'Date': 200802010936, 'Opening Price': 4.2, 'Peak Price': 4.2, 'Lowest Price': 4.16, 'Close Price': 4.16, 'Volume': 2600}
{'Stock Ticker': 'AMZN', 'Date': 200802010937, 'Opening Price': 77.56, 'Peak Price': 77.84, 'Lowest Price': 77.56, 'Close Price': 77.59, 'Volume': 82286}
{'Stock Ticker': 'AAPL', 'Date': 200802010939, 'Opening Price': 134.87, 'Peak Price': 135.65, 'Lowest Price': 134.87, 'Close Price': 135.12, 'Volume': 155587}
